Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[23]    30.0    0.00    0.02       6         std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > > >, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*>(__gnu_cxx::__normal_iterator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > > >, __gnu_cxx::__normal_iterator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > > >, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*) [23]
                0.00    0.02       6/6           std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > > >, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*>(__gnu_cxx::__normal_iterator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > > >, __gnu_cxx::__normal_iterator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > > >, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*) [16]
-----------------------------------------------
                0.00    0.02       6/6           std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >* std::__uninitialized_copy_a<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > >(std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > >&) [26]
[24]    30.0    0.00    0.02       6         std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >* std::uninitialized_copy<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*>(std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*) [24]
                0.00    0.02       6/6           std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >* std::__uninitialized_copy<false>::__uninit_copy<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*>(std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*) [17]
-----------------------------------------------
                0.00    0.02       6/6           std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > >::vector(std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > > const&) [19]
[25]    30.0    0.00    0.02       6         std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > > >, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > >(__gnu_cxx::__normal_iterator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > > >, __gnu_cxx::__normal_iterator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > > >, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > >&) [25]
                0.00    0.02       6/6           std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > > >, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*>(__gnu_cxx::__normal_iterator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > > >, __gnu_cxx::__normal_iterator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > > >, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*) [23]
-----------------------------------------------
                0.00    0.02       6/6           std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >* std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > >::_M_allocate_and_copy<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*>(unsigned long, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*) [18]
[26]    30.0    0.00    0.02       6         std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >* std::__uninitialized_copy_a<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > >(std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > >&) [26]
                0.00    0.02       6/6           std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >* std::uninitialized_copy<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*>(std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*) [24]
-----------------------------------------------
                0.00    0.00      23/69          bmp_decoder_read_test_Test::TestBody() [1]
                0.00    0.01      46/69          void std::_Destroy<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > >(std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*) [35]
[27]    22.1    0.00    0.01      69         std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >::~pair() [27]
                0.01    0.00      69/104         std::vector<unsigned char, std::allocator<unsigned char> >::~vector() [7]
-----------------------------------------------
                0.01    0.00  233039/233039      unsigned char const* std::__niter_base<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >) [29]
[28]    16.7    0.01    0.00  233039         __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >::base() const [28]
-----------------------------------------------
                0.00    0.00      87/233039      bool std::__equal_aux<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > >(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >) [55]
                0.00    0.01  232952/233039      unsigned char* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*) [9]
[29]    16.7    0.00    0.01  233039         unsigned char const* std::__niter_base<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >) [29]
                0.01    0.00  233039/233039      __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >::base() const [28]
-----------------------------------------------
                0.01    0.00  194165/194165      std::allocator_traits<std::allocator<unsigned char> >::allocate(std::allocator<unsigned char>&, unsigned long) [31]
[30]    16.7    0.01    0.00  194165         __gnu_cxx::new_allocator<unsigned char>::allocate(unsigned long, void const*) [30]
                0.00    0.00  194165/504765      __gnu_cxx::new_allocator<unsigned char>::_M_max_size() const [74]
-----------------------------------------------
                0.00    0.01  194165/194165      std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_allocate(unsigned long) [32]
[31]    16.7    0.00    0.01  194165         std::allocator_traits<std::allocator<unsigned char> >::allocate(std::allocator<unsigned char>&, unsigned long) [31]
                0.01    0.00  194165/194165      __gnu_cxx::new_allocator<unsigned char>::allocate(unsigned long, void const*) [30]
-----------------------------------------------
                0.00    0.00      19/194136      void std::vector<unsigned char, std::allocator<unsigned char> >::_M_range_initialize<unsigned char const*>(unsigned char const*, unsigned char const*, std::forward_iterator_tag) [58]
                0.00    0.00   77637/194136      std::vector<unsigned char, std::allocator<unsigned char> >::_M_default_append(unsigned long) [45]
                0.00    0.01  116480/194136      std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_create_storage(unsigned long) [40]
[32]    16.7    0.00    0.01  194136         std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_allocate(unsigned long) [32]
                0.00    0.01  194165/194165      std::allocator_traits<std::allocator<unsigned char> >::allocate(std::allocator<unsigned char>&, unsigned long) [31]
-----------------------------------------------
                0.00    0.00      19/116495      unsigned char* std::__copy_move_a<false, unsigned char const*, unsigned char*>(unsigned char const*, unsigned char const*, unsigned char*) [61]
                0.00    0.01  116476/116495      unsigned char* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*) [9]
[33]    16.7    0.00    0.01  116495         unsigned char* std::__copy_move_a1<false, unsigned char const*, unsigned char*>(unsigned char const*, unsigned char const*, unsigned char*) [33]
                0.01    0.00  116495/116495      unsigned char* std::__copy_move_a2<false, unsigned char const*, unsigned char*>(unsigned char const*, unsigned char const*, unsigned char*) [34]
-----------------------------------------------
                0.01    0.00  116495/116495      unsigned char* std::__copy_move_a1<false, unsigned char const*, unsigned char*>(unsigned char const*, unsigned char const*, unsigned char*) [33]
[34]    16.7    0.01    0.00  116495         unsigned char* std::__copy_move_a2<false, unsigned char const*, unsigned char*>(unsigned char const*, unsigned char const*, unsigned char*) [34]
                0.00    0.00  116495/116495      unsigned char* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned char>(unsigned char const*, unsigned char const*, unsigned char*) [102]
-----------------------------------------------
                0.00    0.01      46/46          void std::_Destroy_aux<false>::__destroy<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*>(std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*) [36]
[35]    14.7    0.00    0.01      46         void std::_Destroy<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > >(std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*) [35]
                0.00    0.01      46/69          std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >::~pair() [27]
-----------------------------------------------
                0.00    0.01      18/18          void std::_Destroy<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*>(std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*) [37]
[36]    14.7    0.00    0.01      18         void std::_Destroy_aux<false>::__destroy<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*>(std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*) [36]
                0.00    0.01      46/46          void std::_Destroy<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > >(std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*) [35]
                0.00    0.00      46/92          std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >* std::__addressof<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > >(std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >&) [133]
-----------------------------------------------
                0.00    0.01      18/18          void std::_Destroy<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > >(std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > >&) [38]
[37]    14.7    0.00    0.01      18         void std::_Destroy<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*>(std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*) [37]
                0.00    0.01      18/18          void std::_Destroy_aux<false>::__destroy<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*>(std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*) [36]
-----------------------------------------------
                0.00    0.00       6/18          void std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > >::_M_assign_aux<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*>(std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::forward_iterator_tag) [5]
                0.00    0.01      12/18          std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > >::~vector() [43]
[38]    14.7    0.00    0.01      18         void std::_Destroy<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > >(std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > >&) [38]
                0.00    0.01      18/18          void std::_Destroy<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*>(std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*) [37]
-----------------------------------------------
                0.00    0.01       6/6           bmp_decoder_read_test_Test::TestBody() [1]
[39]    10.5    0.00    0.01       6         TestBmp(TestInfo const&) [39]
                0.00    0.00      12/12          readFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [46]
                0.00    0.00      12/104         std::vector<unsigned char, std::allocator<unsigned char> >::~vector() [7]
                0.00    0.00      29/29          testing::AssertionResult testing::internal::EqHelper::Compare<std::vector<unsigned char, std::allocator<unsigned char> >, std::vector<unsigned char, std::allocator<unsigned char> >, (void*)0>(char const*, char const*, std::vector<unsigned char, std::allocator<unsigned char> > const&, std::vector<unsigned char, std::allocator<unsigned char> > const&) [54]
                0.00    0.00      82/82          testing::AssertionResult::operator bool() const [136]
                0.00    0.00      82/82          testing::AssertionResult::~AssertionResult() [135]
                0.00    0.00      29/29          testing::AssertionResult testing::internal::CmpHelperNE<std::shared_ptr<std::vector<unsigned char, std::allocator<unsigned char> > >, decltype(nullptr)>(char const*, char const*, std::shared_ptr<std::vector<unsigned char, std::allocator<unsigned char> > > const&, decltype(nullptr) const&) [157]
                0.00    0.00      29/58          std::__shared_ptr<std::vector<unsigned char, std::allocator<unsigned char> >, (__gnu_cxx::_Lock_policy)2>::operator bool() const [145]
                0.00    0.00      29/29          std::shared_ptr<std::vector<unsigned char, std::allocator<unsigned char> > >::~shared_ptr() [158]
                0.00    0.00      29/58          bool __gnu_cxx::operator!=<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > > >(__gnu_cxx::__normal_iterator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > > > const&, __gnu_cxx::__normal_iterator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > > > const&) [144]
                0.00    0.00      23/46          __gnu_cxx::__normal_iterator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > > >::operator*() const [148]
                0.00    0.00      23/23          std::__shared_ptr_access<std::vector<unsigned char, std::allocator<unsigned char> >, (__gnu_cxx::_Lock_policy)2, false, false>::operator*() const [168]
                0.00    0.00      23/46          __gnu_cxx::__normal_iterator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > const*, std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > > >::operator++() [147]
                0.00    0.00      12/12          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [210]
                0.00    0.00      12/12          testing::AssertionResult testing::internal::EqHelper::Compare<int, int, (void*)0>(char const*, char const*, int const&, int const&) [193]
                0.00    0.00       6/6           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [267]
                0.00    0.00       6/6           testing::AssertionResult::AssertionResult<bool>(bool const&, std::enable_if<!std::is_convertible<bool, testing::AssertionResult>::value, void>::type*) [215]
                0.00    0.00       6/6           testing::AssertionResult testing::internal::EqHelper::Compare<BmpDecoder::PixFmt, BmpDecoder::PixFmt, (void*)0>(char const*, char const*, BmpDecoder::PixFmt const&, BmpDecoder::PixFmt const&) [217]
                0.00    0.00       6/12          std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > >::begin() const [198]
                0.00    0.00       6/12          std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > >::end() const [197]
                0.00    0.00       6/6           std::enable_if<std::is_assignable<std::__shared_ptr<std::vector<unsigned char, std::allocator<unsigned char> > const, (__gnu_cxx::_Lock_policy)2>&, std::shared_ptr<std::vector<unsigned char, std::allocator<unsigned char> > > const&>::value, std::shared_ptr<std::vector<unsigned char, std::allocator<unsigned char> > const>&>::type std::shared_ptr<std::vector<unsigned char, std::allocator<unsigned char> > const>::operator=<std::vector<unsigned char, std::allocator<unsigned char> > >(std::shared_ptr<std::vector<unsigned char, std::allocator<unsigned char> > > const&) [234]
                0.00    0.00       6/6           BmpDecoder::BmpInfo::~BmpInfo() [214]
-----------------------------------------------
                0.00    0.01  116480/116480      std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base(unsigned long, std::allocator<unsigned char> const&) [41]
[40]    10.0    0.00    0.01  116480         std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_create_storage(unsigned long) [40]
                0.00    0.01  116480/194136      std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_allocate(unsigned long) [32]
-----------------------------------------------
                0.00    0.00       4/116480      std::vector<unsigned char, std::allocator<unsigned char> >::vector(unsigned long, unsigned char const&, std::allocator<unsigned char> const&) [65]
                0.00    0.01  116476/116480      std::vector<unsigned char, std::allocator<unsigned char> >::vector(std::vector<unsigned char, std::allocator<unsigned char> > const&) [3]
[41]    10.0    0.00    0.01  116480         std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base(unsigned long, std::allocator<unsigned char> const&) [41]
                0.00    0.01  116480/116480      std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_create_storage(unsigned long) [40]
                0.00    0.00  116480/116499      std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::_Vector_impl(std::allocator<unsigned char> const&) [101]
-----------------------------------------------
                0.00    0.00       6/12          bmp_decoder_read_test_Test::TestBody() [1]
                0.00    0.00       6/12          void __gnu_cxx::new_allocator<std::_List_node<TestInfo> >::destroy<TestInfo>(TestInfo*) [48]
[42]     9.8    0.00    0.01      12         TestInfo::~TestInfo() [42]
                0.00    0.01      12/12          std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > >::~vector() [43]
-----------------------------------------------
                0.00    0.01      12/12          TestInfo::~TestInfo() [42]
[43]     9.8    0.00    0.01      12         std::vector<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > >::~vector() [43]
                0.00    0.01      12/18          void std::_Destroy<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > >(std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*, std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >*, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > >&) [38]
                0.00    0.00      12/36          std::_Vector_base<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > >::_M_get_Tp_allocator() [156]
                0.00    0.00      12/12          std::_Vector_base<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<std::pair<std::pair<int, int>, std::vector<unsigned char, std::allocator<unsigned char> > > > >::~_Vector_base() [202]
-----------------------------------------------
